code,caption_text
DA1CHb0KZ0O,"Two climbers have spoken of their relief after surviving for two days without supplies in “brutal"" conditions up a mountain in the Himalayas.
 
Fay Manners and her climbing partner Michelle Dvorak were stranded on Chaukhamba mountain in northern India when the rope lifting their food, tent and climbing equipment snapped, leaving them without supplies.
 
The British and American climbers sent an emergency message at more than 20,000ft (6,096m), but search and rescue teams had initially been unable to find them.
 
""I watched the bag tumble down the mountain and I immediately knew the consequence of what was to come,"" said Faye.
 
A rescue helicopter was unable to locate them, leaving the pair to survive with minimal water and just one sleeping bag.
 
After two days stranded in sub-zero temperatures, a team of French climbers came to the rescue and were able to return the missing duo to safety.
 
Tap the link in @BBCNewsUK’s bio to read the full story of the mountain rescue.
 
(📸 Fay Manners / Reuters)
 
#MountainClimbing #BBCNews"
DA03tTkqJMZ,"Madonna has paid tribute to her brother Christopher Ciccone, who has died at the age of 63, describing him as ""the closest thing to me for so long"".

Her brother, who was a tour director for the pop star and danced in her early music videos including Lucky Star, died from cancer on Friday in Michigan, US.
 
The siblings fell out in 2008 following the release of his autobiography, titled Life With My Sister Madonna, in which he wrote about her love life and what it was like working for her.

Speaking about reuniting prior to his death, Madonna said: ""We did not speak for sometime but when my brother got sick, we found our way back to each other.”

Tap the link in @BBCNews’s bio to read what else Madonna said.

(📷 Getty, Reuters)

#Madonna #BBCNews"
DA0uBrFMQzM,"On 7 October last year, Hamas gunmen crossed the border from Gaza killing around 1,200 people.
 
Since then, nearly 42,000 Palestinians have been killed as a result of Israeli military action in Gaza, the Hamas-run health ministry says.
 
The war has widened as Israel, Hamas, and Hezbollah continue to launch fresh assaults.
 
Tap the link in @BBCNews’s bio to follow the latest developments from the region.
 
#Israel #Gaza #Lebanon #BBCNews"
DA0T-oXs20S,"A huge explosion rocked Beirut overnight, as Israel carried out more air strikes in the Lebanese capital.
 
Israel said it struck Hezbollah weapons and storage facilities in Beirut, setting off secondary explosions.
 
Tap the link in @BBCNews’s bio for live updates on the situation.
 
#Lebanon #Israel #BBCNews"
DA0MzYCxIwu,"LeBron James and Bronny James made basketball history by becoming the first father-son duo to play together on the same team in the NBA.
 
The pair featured for the Los Angeles Lakers in their pre-season game against the Phoenix Suns.
 
LeBron is the NBA’s all-time record point-scorer and is entering his 22nd season in the league.
 
Bronny, who was celebrating his 20th birthday, joined his dad at the Lakers ahead of this season.
 
Tap the link in @BBCNews’s bio to see who scored more points in the game.
 
(📸 Getty Images)
 
#LeBronJames #NBA #BBCNews"
DAymYnRMtz-,"""The improbability of this event defies rational explanation.""
 
Two tropical moths appear to have hitched ride in a tourist’s bag - all the way from South America to south Wales.
 
And what’s more, scientists have discovered that the moths are a brand new species.
 
Ecologist Daisy Cadet was surprised to find the clearwing moths on her windowsill in Port Talbot, three months after arriving back from Guyana, and she and her mother Ashleigh shared pictures of them online.
 
Experts from the Natural History Museum reached out, and after running tests, they discovered that the species had never been seen before.
 
They think the moths made their way into Daisy’s bag when they were just larvae, before hatching once they’d made the 4,500 mile trip across the globe.
 
Tap the link in @BBCNews’s bio to find out more about the unlikely discovery.
 
(📷 Daisy Cadet, Ashleigh Cadet, Natural History Museum)
 
#Moths #Wales #BBCNews"
DAyfgCAs15G,"“Every single person I knew who worked in elections had gotten death threats.”

Election workers have said they have feared for their safety and were overwhelmed with abuse and threats online after Donald Trump and some of his supporters falsely claimed the 2020 election was stolen.

The BBC’s Marianna Spring has been to meet some workers in an election centre where they say they have faced threats and abuse ahead of the 2024 presidential vote.

Tap the link in @BBCNews’s bio to hear what else the election workers have said.

#USElection #BBCNews"
DAyaHRtxw6p,"The world just can’t get enough of Moo Deng… 🦛
 
Thousands of people have made their way to Khao Kheow Open Zoo in Thailand to see the two-month-old pygmy hippo eat and play.
 
But Moo Deng is a member of a vulnerable and elusive species - Choeropsis liberiensis - which is native to West Africa.
 
And while her fame grows, her relatives in the wild are becoming increasingly rare in their shrinking habitat.
 
Tap the link in @BBCNews’s bio to find out more about the nocturnal, secretive and the relatively solitary pygmy hippo species.
 
(📷 Getty)
 
(Via BBC Future)
 
#MooDeng #PygmyHippo #BBCNews"
DAyJMY9MSTt,"A large fireball was seen rising over the skyline of Lebanon’s capital following another strike on Beirut.
 
The blast came after Israel’s military warned people in a southern suburb to evacuate.
 
Reports suggest it may have hit a petrol station, according to a map provided by the Israeli military.
 
Tap the link in @BBCNews’s bio for the latest on the conflict.
 
#Lebanon #Israel #BBCNews"
DAx3T99sbIp,"“If everybody was given a chance, they would probably flourish.”
 
Sonny used to be homeless - now he leads groups of tourists around Edinburgh.
 
Tap the link in @BBCNews’s bio to watch how a restaurant in London is helping to tackle homelessness.
 
#BBCNews"
DAxlJpAxGEZ,"Dear diary, this film is going to be ""very, very sad.""
 
Hugh Grant has said the new Bridget Jones movie will have a different tone to the previous instalments of the franchise.
 
Grant, who will reprise his role as Daniel Cleaver, revealed the film will still feature the cringe-worthy and heartwarming moments fans have come to know and love - but with ""a sad story"".
 
The Notting Hill actor also revealed that he helped rewrite the script for Daniel after saying: ""I felt that what they proposed was fine, but not great.
 
""He's in his 60s now, you can't just have him smoothing his way down King's Road eyeing up young girls... So we invented a rather good - I invented a rather good - interim story.""
 
Tap the link in @BBCNews's bio to read more about the plot of the new film.
 
#BridgetJones #HughGrant #BBCNews"
DAwBNkPsAYh,"“Helene, Helene, Helene, Helene.”
 
Dolly Parton has announced she will donate $1m towards disaster recovery efforts in the wake of Hurricane Helene.
 
At least 225 people have died due to Helene, which tore through the south-east US in late September.
 
Tap the link in @BBCNews to hear what the music icon told the crowd at her home state of Tennessee.
 
#DollyParton #BBCNews"
DAv1NTIMT4j,"How would you feel if Christmas was three months earlier?

Well, Venezuela’s authoritarian leader, Nicolas Maduro, declared that Christmas festivities would begin in October as a way to thank his country.

However, critics said Maduro is trying to distract people from the fallout from the election in which he declared victory despite evidence he lost - sparking a political crisis and major public unrest.

Tap the link in @BBCNews’s bio to listen to whether hopes for change in the country been thwarted.

#Venezuela #Christmas #BBCNews"
DAvkmLoR-ll,"“Nibi has captured the hearts of many of our residents, mine included.”

Meet Nibi, the two-year-old beaver who’s been at the centre of a legal battle.
 
Nibi, who has captured the hearts of Americans, will not be released into the wild after Massachusetts's governor intervened.

Massachusetts division of fisheries and wildlife, had argued Nibi should be returned to the wild because she was a healthy mammal.

Newhouse Wildlife Rescue argued it would be dangerous to release her just before winter because she has been fully domesticated, having been looked after by humans her whole life. 

Tap the link in @BBCNews’s bio to read why Nimbi the beaver was described as a ‘diva’.

(Newhouse Wildlife Rescue/ EPA)

#Beaver #BBCNews"
DAvNTdyM9YF,"A ten-year-old has been arrested after driving a stolen car through a busy playground in the US.
 
The boy, who has 30 priors with police, narrowly avoided other children using the park in Minnesota.
 
Tap the link in @BBCNews’s bio to see what Minneapolis’s chief of police said about the incident.
 
#Minneapolis #Minnesota #BBCNews"
DAu1oZTs37k,"“Why isn’t someone doing something?”

A man has described the moments leading up to the Donald Trump assassination attempt at a rally in July.

Greg Smith told the BBC he had seen the gunman on the roof of a nearby building and tried alerting police.

The BBC’s Gary O’Donoghue returned to Butler to speak to Smith about that moment.

A Secret Service internal review has since identified a litany of security failures that day, including poor planning and a communication breakdown.

Tap the link in @bbcnews’s bio to see what else Gary had to say about that day.

#DonaldTrump #Pennsylvania #BBCNews"
DAt4h4YMsFS,"An Israeli air strike has hit a major road used by people fleeing Lebanon.
 
The strike on Friday destroyed a section of the Masnaa crossing, and effectively cut off vehicle access.
 
Israel’s military said it had hit Hezbollah targets near the crossing, and earlier claimed the group was using it to smuggle weapons into Lebanon.
 
The road had also been used as a main crossing point for people escaping the escalating bombing and ground campaign in Lebanon for neighbouring Syria.
 
Tap the link in @BBCNews’s bio for the latest on the situation.
 
#Lebanon #Israel #BBCNews"
